Linux 3.11.0-17-generic (axle) 	05/11/14 	_x86_64_	(64 CPU)

22:18:47        CPU     %user     %nice   %system   %iowait    %steal     %idle
22:19:47        all      8.20      0.00      1.04      0.21      0.00     90.55
22:20:47        all      8.48      0.00      0.61      0.14      0.00     90.76
22:21:47        all      4.00      0.00      0.40      0.18      0.00     95.43
22:22:47        all      3.11      0.00      0.30      0.10      0.00     96.49
22:23:47        all      3.14      0.00      0.30      0.04      0.00     96.51
22:24:47        all      7.73      0.00      1.11      0.11      0.00     91.05
22:25:47        all      8.63      0.00      0.52      0.38      0.00     90.46
22:26:47        all      5.13      0.00      0.36      0.19      0.00     94.32
22:27:47        all      4.76      0.00      0.18      0.02      0.00     95.04
22:28:47        all      4.11      0.00      0.27      0.09      0.00     95.52
22:29:47        all      3.02      0.00      0.38      0.02      0.00     96.58
22:30:47        all      3.16      0.00      0.22      0.02      0.00     96.61
