Linux 3.11.0-17-generic (axle) 	05/11/14 	_x86_64_	(64 CPU)

22:31:41        CPU     %user     %nice   %system   %iowait    %steal     %idle
22:32:41        all      2.94      0.00      0.45      0.00      0.00     96.61
22:33:41        all      3.15      0.00      0.24      0.01      0.00     96.61
22:34:41        all      2.92      0.00      0.52      0.03      0.00     96.53
22:35:41        all      3.15      0.00      0.23      0.00      0.00     96.62
22:36:41        all      3.03      0.00      0.39      0.01      0.00     96.57
22:37:41        all      3.06      0.00      0.34      0.00      0.00     96.60
22:38:41        all      3.10      0.00      0.28      0.00      0.00     96.61
22:39:41        all      3.07      0.00      0.30      0.02      0.00     96.60
22:40:41        all      2.99      0.00      0.43      0.00      0.00     96.58
22:41:41        all      3.23      0.00      0.15      0.00      0.00     96.62
22:42:41        all      2.89      0.00      0.51      0.00      0.00     96.60
22:43:41        all      3.05      0.00      0.35      0.00      0.00     96.60
22:44:41        all      2.90      0.00      0.50      0.00      0.00     96.59
